Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
FNTA,-0.33183,0.75009,1,0.99501,0.9984
PFDN1,0.33179,0.75012,1,0.99501,0.9984
HEATR5B,-0.33176,0.75014,1,0.99501,0.9984
DPM2,-0.33167,0.7502,1,0.99501,0.9984
LOC100506343,-0.33163,0.75023,1,0.99501,0.9984
EIF3F,0.33138,0.75041,1,0.99501,0.9984
MAEA,-0.3311,0.75061,1,0.99501,0.9984
ASPHD2,0.3309,0.75076,1,0.99501,0.9984
FAM98B,-0.33088,0.75078,1,0.99501,0.9984
JAKMIP3,0.3308,0.75084,1,0.99501,0.9984
PCBP1,-0.33048,0.75107,1,0.99501,0.9984
PTPN5,-0.33048,0.75108,1,0.99501,0.9984
KIAA1522,0.33034,0.75118,1,0.99501,0.9984
MIB2,-0.33032,0.7512,1,0.99501,0.9984
ARF5,-0.33031,0.7512,1,0.99501,0.9984
CEBPZ,-0.33026,0.75124,1,0.99501,0.9984
PSMD8,0.3302,0.75129,1,0.99501,0.9984
HIF1A,0.33011,0.75135,1,0.99501,0.9984
AKT2,0.3301,0.75136,1,0.99501,0.9984
HSD11B1L,0.33005,0.7514,1,0.99501,0.9984
TRPT1,-0.32992,0.75149,1,0.99501,0.9984
NEFL,0.32986,0.75154,1,0.99501,0.9984
DHDDS,0.32984,0.75156,1,0.99501,0.9984
PTGIS,0.32961,0.75173,1,0.99501,0.9984
TFDP1,0.32955,0.75178,1,0.99501,0.9984
RBM34,0.32947,0.75184,1,0.99501,0.9984
KIAA0317,-0.32933,0.75194,1,0.99501,0.9984
AIF1L,0.32923,0.75202,1,0.99501,0.9984
WARS,-0.32917,0.75206,1,0.99501,0.9984
FAM122B,0.32887,0.75228,1,0.99501,0.9984
CDKN2B,0.32856,0.7525,1,0.99501,0.9984
CCDC97,-0.32855,0.75251,1,0.99501,0.9984
TCAIM,0.32842,0.7526,1,0.99501,0.9984
TPX2,-0.3284,0.75262,1,0.99501,0.9984
PURA,-0.32826,0.75271,1,0.99501,0.9984
MAGI2,-0.32817,0.75278,1,0.99501,0.9984
GSTM4,0.32785,0.753,1,0.99501,0.9984
FAM175B,0.32758,0.75318,1,0.99501,0.9984
HMGB2,0.32755,0.75319,1,0.99501,0.9984
GNB4,0.3275,0.75323,1,0.99501,0.9984
PANK4,0.3274,0.75329,1,0.99501,0.9984
PHACTR2,-0.32736,0.75332,1,0.99501,0.9984
HMG20B,0.32735,0.75333,1,0.99501,0.9984
ZNF90,0.32719,0.75343,1,0.99501,0.9984
DVL3,0.32708,0.75351,1,0.99501,0.9984
CLK1,0.32679,0.7537,1,0.99501,0.9984
NACC2,0.32665,0.75379,1,0.99501,0.9984
MAGT1,0.32654,0.75386,1,0.99501,0.9984
DDX26B,-0.32641,0.75395,1,0.99501,0.9984
STAT6,0.32633,0.754,1,0.99501,0.9984
UBE2F,0.32607,0.75418,1,0.99501,0.9984
NFKBIZ,-0.32592,0.75428,1,0.99501,0.9984
SPATA2L,-0.32587,0.75431,1,0.99501,0.9984
MMP11,-0.32569,0.75443,1,0.99501,0.9984
TCEAL3,-0.32561,0.75449,1,0.99501,0.9984
PKI55,0.3255,0.75456,1,0.99501,0.9984
THYN1,0.32549,0.75457,1,0.99501,0.9984
SENP5,-0.32548,0.75458,1,0.99501,0.9984
FAM120B,-0.32525,0.75475,1,0.99501,0.9984
SPTB,-0.32494,0.75497,1,0.99501,0.9984
GPRIN2,0.32488,0.75501,1,0.99501,0.9984
IGDCC3,0.32486,0.75503,1,0.99501,0.9984
C15orf61,-0.32483,0.75505,1,0.99501,0.9984
MFAP4,0.32476,0.75511,1,0.99501,0.9984
GPR124,0.32473,0.75512,1,0.99501,0.9984
C2CD4C,0.32472,0.75513,1,0.99501,0.9984
TSPYL2,-0.32467,0.75517,1,0.99501,0.9984
FAM82A2,0.32464,0.75519,1,0.99501,0.9984
NCOA3,0.3246,0.75522,1,0.99501,0.9984
LOC255512,0.32456,0.75525,1,0.99501,0.9984
RPTOR,0.32452,0.75528,1,0.99501,0.9984
RPL7A,0.32442,0.75536,1,0.99501,0.9984
SEC63,0.32437,0.75539,1,0.99501,0.9984
MAT2A,-0.3242,0.75552,1,0.99501,0.9984
TMEM126B,0.32408,0.75561,1,0.99501,0.9984
KIF7,0.32407,0.75562,1,0.99501,0.9984
FAM54B,-0.32399,0.75567,1,0.99501,0.9984
PBRM1,-0.32395,0.75571,1,0.99501,0.9984
SEC24D,-0.32377,0.75584,1,0.99501,0.9984
TOMM40,0.32377,0.75584,1,0.99501,0.9984
FAM45A,0.32354,0.75602,1,0.99501,0.9984
NVL,-0.3234,0.75612,1,0.99501,0.9984
RBP1,-0.32332,0.75618,1,0.99501,0.9984
VPS9D1,-0.32327,0.75622,1,0.99501,0.9984
PPAP2A,0.32313,0.75632,1,0.99501,0.9984
CBFA2T2,0.32288,0.75651,1,0.99501,0.9984
GNG4,0.32285,0.75653,1,0.99501,0.9984
PIP4K2A,-0.32266,0.75668,1,0.99501,0.9984
SLC35A5,0.32257,0.75674,1,0.99501,0.9984
MIR600HG,0.32252,0.75678,1,0.99501,0.9984
ANKIB1,-0.3223,0.75694,1,0.99501,0.9984
NCAPD2,0.32216,0.75704,1,0.99501,0.9984
PASK,0.32206,0.75712,1,0.99501,0.9984
PDAP1,0.32205,0.75713,1,0.99501,0.9984
FZD3,0.32202,0.75715,1,0.99501,0.9984
PDXK,-0.32193,0.75722,1,0.99501,0.9984
COMMD1,-0.32188,0.75725,1,0.99501,0.9984
ZNF786,0.32181,0.75731,1,0.99501,0.9984
SNX22,-0.3217,0.75738,1,0.99501,0.9984
SNRPD1,-0.32167,0.75741,1,0.99501,0.9984
HEATR3,-0.32162,0.75744,1,0.99501,0.9984
ZDHHC21,0.32109,0.75784,1,0.99501,0.9984
FLJ42627,-0.32096,0.75794,1,0.99501,0.9984
MSRB1,0.32085,0.75802,1,0.99501,0.9984
RMRP,0.3208,0.75805,1,0.99501,0.9984
TIMM21,-0.32078,0.75807,1,0.99501,0.9984
DICER1,-0.32056,0.75823,1,0.99501,0.9984
TBL1X,0.32053,0.75825,1,0.99501,0.9984
CCDC94,-0.32024,0.75847,1,0.99501,0.9984
DGCR2,-0.32003,0.75861,1,0.99501,0.9984
SMC3,0.31994,0.75868,1,0.99501,0.9984
ZNF550,0.31993,0.75868,1,0.99501,0.9984
WRNIP1,-0.31991,0.7587,1,0.99501,0.9984
NFKBIA,0.31977,0.7588,1,0.99501,0.9984
MAGI1,-0.31964,0.75889,1,0.99501,0.9984
HMGCLL1,-0.31964,0.75889,1,0.99501,0.9984
MGLL,0.31959,0.75892,1,0.99501,0.9984
RNF126,-0.31951,0.75899,1,0.99501,0.9984
PHF3,0.3195,0.75899,1,0.99501,0.9984
CDS1,0.31934,0.7591,1,0.99501,0.9984
PPIP5K1,-0.31923,0.75917,1,0.99501,0.9984
ANLN,-0.3192,0.75919,1,0.99501,0.9984
PRCP,-0.31917,0.75922,1,0.99501,0.9984
WDR43,0.31913,0.75925,1,0.99501,0.9984
CKLF,-0.31911,0.75926,1,0.99501,0.9984
SEPT9,0.31903,0.75931,1,0.99501,0.9984
ZDHHC3,-0.31886,0.75943,1,0.99501,0.9984
HDAC4,-0.31876,0.7595,1,0.99501,0.9984
SHC1,-0.31864,0.75958,1,0.99501,0.9984
CNNM4,0.31859,0.75961,1,0.99501,0.9984
AKT3,-0.31853,0.75965,1,0.99501,0.9984
LAMTOR4,-0.3181,0.75994,1,0.99501,0.9984
MRPL28,-0.31805,0.75997,1,0.99501,0.9984
RNF208,-0.31785,0.76011,1,0.99501,0.9984
LOC440944,0.31781,0.76013,1,0.99501,0.9984
SRRM2,0.31765,0.76023,1,0.99501,0.9984
USE1,0.3176,0.76027,1,0.99501,0.9984
CARKD,-0.31737,0.76042,1,0.99501,0.9984
GRIK4,-0.31729,0.76047,1,0.99501,0.9984
DYNC1LI1,0.31719,0.76053,1,0.99501,0.9984
HEXDC,-0.31699,0.76067,1,0.99501,0.9984
FXYD7,0.31691,0.76071,1,0.99501,0.9984
PSTK,-0.31674,0.76082,1,0.99501,0.9984
ZFHX4,-0.31651,0.76097,1,0.99501,0.9984
LENG8,-0.3165,0.76097,1,0.99501,0.9984
ACAA1,-0.31636,0.76106,1,0.99501,0.9984
CNR1,0.31633,0.76108,1,0.99501,0.9984
CKS2,-0.31623,0.76114,1,0.99501,0.9984
PCYOX1L,-0.31622,0.76114,1,0.99501,0.9984
LOC728613,0.31613,0.7612,1,0.99501,0.9984
FUT8-AS1,0.31609,0.76122,1,0.99501,0.9984
CERS2,0.3158,0.76139,1,0.99501,0.9984
SCN3B,-0.31569,0.76146,1,0.99501,0.9984
ARL2,0.31539,0.76162,1,0.99501,0.9984
PET117,-0.3152,0.76173,1,0.99501,0.9984
MMAB,0.31511,0.76178,1,0.99501,0.9984
GLT1D1,-0.31507,0.7618,1,0.99501,0.9984
PAK7,0.31497,0.76186,1,0.99501,0.9984
FAM108A1,0.31496,0.76186,1,0.99501,0.9984
BASP1,-0.31489,0.7619,1,0.99501,0.9984
CASP6,0.31484,0.76193,1,0.99501,0.9984
ARGLU1,-0.31459,0.76208,1,0.99501,0.9984
RAB3GAP1,-0.31455,0.7621,1,0.99501,0.9984
CDK2AP2,0.31449,0.76213,1,0.99501,0.9984
SLC19A1,-0.31449,0.76214,1,0.99501,0.9984
GPLD1,-0.31447,0.76215,1,0.99501,0.9984
ZC3HAV1,0.31441,0.76218,1,0.99501,0.9984
DRAM2,-0.31437,0.7622,1,0.99501,0.9984
NUDT3,-0.31435,0.76222,1,0.99501,0.9984
SAP30,-0.31433,0.76223,1,0.99501,0.9984
ZWINT,0.31413,0.76235,1,0.99501,0.9984
ZNF780B,0.3141,0.76237,1,0.99501,0.9984
B4GALNT1,0.31408,0.76238,1,0.99501,0.9984
SAT2,0.31396,0.76246,1,0.99501,0.9984
CYB561D2,-0.31395,0.76247,1,0.99501,0.9984
EIF1AD,-0.31386,0.76252,1,0.99501,0.9984
SENP3,-0.31359,0.7627,1,0.99501,0.9984
SLC25A10,0.31352,0.76275,1,0.99501,0.9984
FDFT1,-0.31323,0.76296,1,0.99501,0.9984
CLUAP1,0.31308,0.76308,1,0.99501,0.9984
MIOS,-0.31301,0.76313,1,0.99501,0.9984
SRP72,0.31287,0.76324,1,0.99501,0.9984
ZNF254,0.31286,0.76326,1,0.99501,0.9984
C11orf31,0.31281,0.7633,1,0.99501,0.9984
ZFAT,0.31278,0.76332,1,0.99501,0.9984
VPS54,-0.31278,0.76332,1,0.99501,0.9984
IKBKAP,-0.31254,0.76353,1,0.99501,0.9984
C4A,-0.31243,0.76363,1,0.99501,0.9984
ADK,-0.31239,0.76366,1,0.99501,0.9984
HGSNAT,0.31222,0.76381,1,0.99501,0.9984
VPS37A,0.31216,0.76387,1,0.99501,0.9984
BCCIP,-0.31184,0.76415,1,0.99501,0.9984
RPL11,-0.31156,0.76441,1,0.99501,0.9984
PITHD1,0.31144,0.76452,1,0.99501,0.9984
VPS16,-0.31142,0.76453,1,0.99501,0.9984
MTMR3,0.31128,0.76465,1,0.99501,0.9984
SDCCAG8,0.31117,0.76475,1,0.99501,0.9984
AKAP1,0.31116,0.76476,1,0.99501,0.9984
PPM1A,-0.31115,0.76476,1,0.99501,0.9984
LRRC58,-0.31091,0.76496,1,0.99501,0.9984
EP400,0.31081,0.76504,1,0.99501,0.9984
RIMKLB,-0.31069,0.76514,1,0.99501,0.9984
ZNF517,-0.31065,0.76517,1,0.99501,0.9984
IFT172,0.31057,0.76523,1,0.99501,0.9984
ARHGEF18,-0.31055,0.76524,1,0.99501,0.9984
LRFN2,-0.31032,0.7654,1,0.99501,0.9984
LGI4,-0.31023,0.76547,1,0.99501,0.9984
BZRAP1,-0.31021,0.76548,1,0.99501,0.9984
NFE2L3,0.3102,0.76549,1,0.99501,0.9984
HIST1H1D,0.3102,0.76549,1,0.99501,0.9984
DRAXIN,0.31014,0.76553,1,0.99501,0.9984
ZC3HC1,-0.30984,0.76572,1,0.99501,0.9984
DOCK5,0.30976,0.76578,1,0.99501,0.9984
RAPGEF5,-0.30968,0.76583,1,0.99501,0.9984
ETS2,-0.30967,0.76583,1,0.99501,0.9984
CHML,0.30965,0.76584,1,0.99501,0.9984
GNL3L,-0.30958,0.76589,1,0.99501,0.9984
SNX13,0.30948,0.76595,1,0.99501,0.9984
WTAP,-0.30941,0.76599,1,0.99501,0.9984
C3orf33,-0.30938,0.76601,1,0.99501,0.9984
MGC23284,-0.30913,0.76616,1,0.99501,0.9984
MEIS3P1,-0.309,0.76624,1,0.99501,0.9984
ATG3,0.30897,0.76626,1,0.99501,0.9984
CACUL1,0.30895,0.76627,1,0.99501,0.9984
AKAP9,-0.30894,0.76628,1,0.99501,0.9984
MED31,0.30893,0.76628,1,0.99501,0.9984
PRDX3,0.30891,0.76629,1,0.99501,0.9984
IPO9,0.30886,0.76632,1,0.99501,0.9984
NAB1,-0.30878,0.76637,1,0.99501,0.9984
DBR1,0.30873,0.7664,1,0.99501,0.9984
ADPRHL1,-0.30854,0.76652,1,0.99501,0.9984
GTF2I,0.30845,0.76657,1,0.99501,0.9984
ERBB2,0.30844,0.76657,1,0.99501,0.9984
LOC553103,-0.30843,0.76658,1,0.99501,0.9984
TEX10,0.30839,0.76661,1,0.99501,0.9984
LOC100506190,0.30834,0.76663,1,0.99501,0.9984
SPG11,-0.30833,0.76664,1,0.99501,0.9984
NAP1L4,-0.30832,0.76665,1,0.99501,0.9984
STYXL1,0.30826,0.76668,1,0.99501,0.9984
ZNF2,0.3082,0.76672,1,0.99501,0.9984
PSME3,0.30813,0.76677,1,0.99501,0.9984
BARD1,-0.30781,0.76697,1,0.99501,0.9984
KCTD15,-0.30773,0.76703,1,0.99501,0.9984
USP25,-0.30746,0.76721,1,0.99501,0.9984
GOLGB1,-0.30745,0.76722,1,0.99501,0.9984
CASP9,-0.30719,0.7674,1,0.99501,0.9984
DDX21,-0.30711,0.76746,1,0.99501,0.9984
OR2L3,-0.30711,0.76746,1,0.99501,0.9984
SYNJ1,0.30708,0.76749,1,0.99501,0.9984
DCLK2,0.30692,0.7676,1,0.99501,0.9984
RPS19BP1,-0.30684,0.76767,1,0.99501,0.9984
PPFIA1,-0.30676,0.76773,1,0.99501,0.9984
RASGRF2,-0.3067,0.76778,1,0.99501,0.9984
ZNRF2,-0.30667,0.7678,1,0.99501,0.9984
USP30,-0.30661,0.76785,1,0.99501,0.9984
ZNF454,-0.30661,0.76785,1,0.99501,0.9984
LOC100130987,0.3065,0.76793,1,0.99501,0.9984
UNC45A,-0.30644,0.76798,1,0.99501,0.9984
NDST1,-0.30643,0.76799,1,0.99501,0.9984
RBPMS2,-0.30622,0.76816,1,0.99501,0.9984
PHLDA3,-0.30621,0.76816,1,0.99501,0.9984
KIAA0753,0.30604,0.7683,1,0.99501,0.9984
LIN54,0.30564,0.76863,1,0.99501,0.9984
MAP1B,0.3056,0.76865,1,0.99501,0.9984
USP13,-0.30556,0.76869,1,0.99501,0.9984
NPRL2,-0.30556,0.76869,1,0.99501,0.9984
SZT2,-0.30547,0.76876,1,0.99501,0.9984
LPCAT1,0.30545,0.76878,1,0.99501,0.9984
RPL34,0.30544,0.76879,1,0.99501,0.9984
WRAP73,-0.30536,0.76885,1,0.99501,0.9984
GLT8D1,0.3051,0.76906,1,0.99501,0.9984
PRLHR,0.30505,0.7691,1,0.99501,0.9984
PIN1,0.30496,0.76917,1,0.99501,0.9984
NICN1,-0.30486,0.76925,1,0.99501,0.9984
UXT,-0.30481,0.76929,1,0.99501,0.9984
LRRC61,-0.30472,0.76935,1,0.99501,0.9984
SMG6,-0.30465,0.76941,1,0.99501,0.9984
ZC3H8,-0.30463,0.76942,1,0.99501,0.9984
LZIC,0.30431,0.76967,1,0.99501,0.9984
HINT2,-0.30421,0.76974,1,0.99501,0.9984
GPR61,-0.30414,0.76979,1,0.99501,0.9984
TSR2,0.30413,0.7698,1,0.99501,0.9984
CWF19L1,0.30401,0.76989,1,0.99501,0.9984
LRP1B,0.30387,0.76999,1,0.99501,0.9984
KAZN,0.30364,0.77016,1,0.99501,0.9984
POLR1C,0.30348,0.77028,1,0.99501,0.9984
SEPHS1,0.30347,0.77029,1,0.99501,0.9984
NPTXR,-0.30347,0.77029,1,0.99501,0.9984
SFXN2,0.30346,0.7703,1,0.99501,0.9984
C6orf48,0.30337,0.77036,1,0.99501,0.9984
PRUNE2,0.30318,0.7705,1,0.99501,0.9984
PLEKHA1,0.30312,0.77054,1,0.99501,0.9984
SERP1,0.30306,0.77059,1,0.99501,0.9984
REM2,0.30303,0.77061,1,0.99501,0.9984
ANO8,0.30298,0.77064,1,0.99501,0.9984
FAM171A1,-0.30291,0.7707,1,0.99501,0.9984
DNAJA2,0.3028,0.77078,1,0.99501,0.9984
DCAF12,0.30272,0.77083,1,0.99501,0.9984
C1D,-0.30272,0.77084,1,0.99501,0.9984
MTHFD1,0.30235,0.7711,1,0.99501,0.9984
CPT1B,-0.30231,0.77112,1,0.99501,0.9984
ABCA11P,-0.30226,0.77117,1,0.99501,0.9984
MMP24,-0.30181,0.77149,1,0.99501,0.9984
ZNF213,0.30173,0.77155,1,0.99501,0.9984
CD8A,-0.30171,0.77156,1,0.99501,0.9984
RLF,-0.30168,0.77159,1,0.99501,0.9984
PPP4R1,0.30154,0.77169,1,0.99501,0.9984
UBXN2A,0.30144,0.77176,1,0.99501,0.9984
MPP7,-0.30138,0.7718,1,0.99501,0.9984
RFFL,0.30089,0.77216,1,0.99501,0.9984
ADAMTSL1,0.30074,0.77227,1,0.99501,0.9984
BRICD5,-0.30073,0.77227,1,0.99501,0.9984
PHGDH,0.30068,0.77231,1,0.99501,0.9984
GCFC2,-0.3006,0.77236,1,0.99501,0.9984
CSTF3,0.30056,0.77239,1,0.99501,0.9984
LIN28A,0.30055,0.7724,1,0.99501,0.9984
BTBD1,-0.30049,0.77244,1,0.99501,0.9984
OCIAD1,0.30023,0.77263,1,0.99501,0.9984
SEPT3,-0.30017,0.77267,1,0.99501,0.9984
TUBB2B,0.29987,0.77289,1,0.99501,0.9984
LY6G5B,-0.29977,0.77295,1,0.99501,0.9984
MDN1,-0.29971,0.773,1,0.99501,0.9984
RPS2,-0.29968,0.77302,1,0.99501,0.9984
GTF3C3,-0.29947,0.77317,1,0.99501,0.9984
MCEE,-0.29945,0.77319,1,0.99501,0.9984
CLCN2,0.29942,0.77321,1,0.99501,0.9984
IL13RA1,0.29934,0.77327,1,0.99501,0.9984
TMEM41A,0.29921,0.77336,1,0.99501,0.9984
PCDHGA10,-0.29907,0.77346,1,0.99501,0.9984
DUSP22,0.29899,0.77353,1,0.99501,0.9984
SLC22A23,0.29896,0.77355,1,0.99501,0.9984
CNOT7,-0.29891,0.77358,1,0.99501,0.9984
SMC6,0.29889,0.7736,1,0.99501,0.9984
AP2A2,0.29888,0.77361,1,0.99501,0.9984
ZSCAN30,-0.29873,0.77372,1,0.99501,0.9984
NAA20,0.29871,0.77373,1,0.99501,0.9984
TFB2M,0.29855,0.77386,1,0.99501,0.9984
TCEANC2,0.29853,0.77387,1,0.99501,0.9984
TRIM23,-0.29848,0.77391,1,0.99501,0.9984
RNF40,-0.29847,0.77392,1,0.99501,0.9984
CACNG4,0.29837,0.77399,1,0.99501,0.9984
IQSEC1,0.29828,0.77407,1,0.99501,0.9984
LRRC8B,0.29816,0.77415,1,0.99501,0.9984
CLMN,-0.2978,0.77445,1,0.99501,0.9984
PDE4B,-0.29765,0.77457,1,0.99501,0.9984
MRPL15,0.29756,0.77464,1,0.99501,0.9984
PGM2L1,-0.29753,0.77466,1,0.99501,0.9984
GOSR2,0.29745,0.77473,1,0.99501,0.9984
GRIN3A,0.29733,0.77483,1,0.99501,0.9984
BAI2,-0.2973,0.77486,1,0.99501,0.9984
LYSMD3,0.29711,0.77501,1,0.99501,0.9984
EHBP1,0.297,0.7751,1,0.99501,0.9984
ALKBH7,0.29694,0.77516,1,0.99501,0.9984
BARHL2,0.29681,0.77526,1,0.99501,0.9984
ATL1,-0.29673,0.77533,1,0.99501,0.9984
REEP6,-0.29664,0.7754,1,0.99501,0.9984
NUP133,-0.29662,0.77542,1,0.99501,0.9984
GARS,0.29659,0.77544,1,0.99501,0.9984
GLYR1,0.29645,0.77555,1,0.99501,0.9984
SERF1A,0.29612,0.77582,1,0.99501,0.9984
ABCC5,-0.29599,0.77593,1,0.99501,0.9984
KLHDC2,-0.29591,0.77599,1,0.99501,0.9984
YIPF6,0.29582,0.77606,1,0.99501,0.9984
FASTKD2,-0.29554,0.77628,1,0.99501,0.9984
NADSYN1,0.29552,0.77629,1,0.99501,0.9984
ZNF222,-0.29549,0.77631,1,0.99501,0.9984
LOC100130155,0.29539,0.77639,1,0.99501,0.9984
PSMD3,0.29534,0.77643,1,0.99501,0.9984
HIST2H2AB,0.29527,0.77648,1,0.99501,0.9984
METAP1,-0.29525,0.77649,1,0.99501,0.9984
GPR153,-0.29517,0.77655,1,0.99501,0.9984
KIAA1549,0.29511,0.7766,1,0.99501,0.9984
PTPN2,-0.29484,0.77679,1,0.99501,0.9984
NDUFB8,-0.29483,0.7768,1,0.99501,0.9984
SFPQ,0.29474,0.77686,1,0.99501,0.9984
SHANK2,-0.29466,0.77692,1,0.99501,0.9984
THAP5,0.29466,0.77692,1,0.99501,0.9984
AVEN,0.29462,0.77695,1,0.99501,0.9984
KCTD18,-0.29457,0.77698,1,0.99501,0.9984
KIAA0586,0.29439,0.77711,1,0.99501,0.9984
DNAJC1,-0.29413,0.7773,1,0.99501,0.9984
TLX3,-0.29407,0.77734,1,0.99501,0.9984
H1FX,0.29404,0.77736,1,0.99501,0.9984
CSGALNACT2,-0.29385,0.77749,1,0.99501,0.9984
C8orf40,0.29384,0.7775,1,0.99501,0.9984
SSBP3,0.29368,0.77761,1,0.99501,0.9984
FAM227B,-0.29364,0.77763,1,0.99501,0.9984
UBL3,-0.29358,0.77768,1,0.99501,0.9984
ATP5L,-0.29352,0.77772,1,0.99501,0.9984
BTF3,0.29339,0.77781,1,0.99501,0.9984
RWDD4,0.29325,0.77791,1,0.99501,0.9984
VANGL2,0.29324,0.77791,1,0.99501,0.9984
CEP290,0.29322,0.77793,1,0.99501,0.9984
LIG4,0.2932,0.77794,1,0.99501,0.9984
CDK19,-0.29305,0.77805,1,0.99501,0.9984
TMEM138,0.29303,0.77806,1,0.99501,0.9984
CSRNP1,-0.2928,0.77822,1,0.99501,0.9984
MALSU1,-0.29243,0.77849,1,0.99501,0.9984
TMEM48,0.29232,0.77857,1,0.99501,0.9984
CASP8AP2,-0.29214,0.7787,1,0.99501,0.9984
TMEM184B,0.29205,0.77878,1,0.99501,0.9984
EID1,-0.29201,0.7788,1,0.99501,0.9984
AQP3,0.29197,0.77883,1,0.99501,0.9984
DCPS,0.29186,0.77891,1,0.99501,0.9984
UCHL1,-0.29171,0.77903,1,0.99501,0.9984
WWP2,-0.29168,0.77905,1,0.99501,0.9984
H2AFZ,0.29167,0.77905,1,0.99501,0.9984
HADH,-0.29149,0.77919,1,0.99501,0.9984
WDR20,-0.2914,0.77926,1,0.99501,0.9984
PDCL,-0.29138,0.77927,1,0.99501,0.9984
VPS52,0.29134,0.7793,1,0.99501,0.9984
GRIP2,-0.29125,0.77937,1,0.99501,0.9984
GPAA1,-0.29121,0.7794,1,0.99501,0.9984
SNRNP200,-0.29118,0.77943,1,0.99501,0.9984
RIPPLY2,0.29115,0.77945,1,0.99501,0.9984
LIMD1,0.29112,0.77947,1,0.99501,0.9984
PPP1R21,-0.29087,0.77966,1,0.99501,0.9984
ZNF695,-0.29078,0.77973,1,0.99501,0.9984
ATP6V0C,-0.29073,0.77977,1,0.99501,0.9984
PHF14,0.29056,0.7799,1,0.99501,0.9984
ZFYVE1,0.29054,0.77991,1,0.99501,0.9984
UBR2,-0.2905,0.77994,1,0.99501,0.9984
PPP3CB,0.29048,0.77995,1,0.99501,0.9984
ARSK,-0.29035,0.78005,1,0.99501,0.9984
TCTEX1D2,0.29035,0.78005,1,0.99501,0.9984
GRIP1,0.29028,0.7801,1,0.99501,0.9984
YWHAH,-0.29025,0.78013,1,0.99501,0.9984
MRPL18,0.29007,0.78026,1,0.99501,0.9984
EDC3,0.28998,0.78033,1,0.99501,0.9984
TFRC,0.28994,0.78036,1,0.99501,0.9984
FCF1,-0.28973,0.78051,1,0.99501,0.9984
EMP2,0.28967,0.78055,1,0.99501,0.9984
SLC25A12,-0.2896,0.7806,1,0.99501,0.9984
RRS1,-0.28952,0.78066,1,0.99501,0.9984
STAM,0.28951,0.78067,1,0.99501,0.9984
ELAC2,0.2895,0.78067,1,0.99501,0.9984
RFWD2,-0.28933,0.7808,1,0.99501,0.9984
RAB35,0.28923,0.78087,1,0.99501,0.9984
PEG10,0.28908,0.78098,1,0.99501,0.9984
EXOC8,-0.28906,0.78099,1,0.99501,0.9984
IK,0.28897,0.78105,1,0.99501,0.9984
TIPIN,0.28896,0.78106,1,0.99501,0.9984
PPP3R2,-0.28892,0.78109,1,0.99501,0.9984
LOC100289230,0.28877,0.78119,1,0.99501,0.9984
CEP164,0.28871,0.78124,1,0.99501,0.9984
CCDC112,0.2887,0.78124,1,0.99501,0.9984
COA4,0.28856,0.78134,1,0.99501,0.9984
ZNF671,-0.28846,0.7814,1,0.99501,0.9984
CCT6P1,-0.2883,0.78152,1,0.99501,0.9984
SNORA50,0.28799,0.78173,1,0.99501,0.9984
ADD1,0.28795,0.78176,1,0.99501,0.9984
MFSD6,0.28782,0.78185,1,0.99501,0.9984
SLC35C1,0.28772,0.78192,1,0.99501,0.9984
ZNF443,0.28768,0.78194,1,0.99501,0.9984
SGTB,-0.28766,0.78196,1,0.99501,0.9984
KIAA1279,-0.28754,0.78204,1,0.99501,0.9984
LOC493754,0.28752,0.78205,1,0.99501,0.9984
CUX1,0.28746,0.78209,1,0.99501,0.9984
EIF3A,-0.28742,0.78212,1,0.99501,0.9984
MRPL23,0.28708,0.78235,1,0.99501,0.9984
CCNL2,-0.2869,0.78248,1,0.99501,0.9984
TMEM233,0.28688,0.78249,1,0.99501,0.9984
TAS2R4,-0.28671,0.78261,1,0.99501,0.9984
PIANP,0.28655,0.78272,1,0.99501,0.9984
TMPPE,-0.28642,0.78281,1,0.99501,0.9984
NCBP1,0.28641,0.78281,1,0.99501,0.9984
PPP1R3D,-0.28636,0.78285,1,0.99501,0.9984
NBPF24,0.28633,0.78287,1,0.99501,0.9984
ISY1,0.28617,0.78298,1,0.99501,0.9984
AHDC1,-0.28617,0.78298,1,0.99501,0.9984
CDK3,-0.28594,0.78314,1,0.99501,0.9984
DMWD,0.28594,0.78314,1,0.99501,0.9984
C11orf84,-0.28591,0.78316,1,0.99501,0.9984
ZCCHC9,-0.28554,0.78341,1,0.99501,0.9984
BET1,0.28549,0.78345,1,0.99501,0.9984
HSD17B10,0.28546,0.78347,1,0.99501,0.9984
FAAH,0.28537,0.78353,1,0.99501,0.9984
ANKRD13A,-0.28534,0.78355,1,0.99501,0.9984
GMPR,-0.28526,0.78361,1,0.99501,0.9984
ENTPD7,-0.28503,0.78376,1,0.99501,0.9984
LPPR2,0.28502,0.78377,1,0.99501,0.9984
E2F6,-0.2848,0.78392,1,0.99501,0.9984
SUMO1P3,0.2846,0.78405,1,0.99501,0.9984
NUS1,-0.28457,0.78408,1,0.99501,0.9984
DCUN1D2,-0.28444,0.78417,1,0.99501,0.9984
RAB2B,-0.28441,0.78419,1,0.99501,0.9984
CD63,0.28439,0.7842,1,0.99501,0.9984
NDUFV1,-0.28436,0.78422,1,0.99501,0.9984
SETD1B,-0.28427,0.78428,1,0.99501,0.9984
POLR3A,-0.28412,0.78439,1,0.99501,0.9984
