Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
SLC25A17,-0.13383,0.89622,1,0.99956,0.99956
NUCKS1,0.1338,0.89625,1,0.99956,0.99956
RAB3A,-0.13379,0.89625,1,0.99956,0.99956
ATF7,0.13378,0.89627,1,0.99956,0.99956
NUP210,0.13371,0.89633,1,0.99956,0.99956
NADKD1,-0.13362,0.8964,1,0.99956,0.99956
SHC2,0.13342,0.89658,1,0.99956,0.99956
FAM219B,0.13342,0.89658,1,0.99956,0.99956
SNX3,-0.13341,0.89659,1,0.99956,0.99956
NBAS,0.13334,0.89665,1,0.99956,0.99956
SIRPA,-0.13331,0.89667,1,0.99956,0.99956
CCDC86,-0.13327,0.89671,1,0.99956,0.99956
SRRM1,0.13315,0.89681,1,0.99956,0.99956
GAMT,0.13313,0.89683,1,0.99956,0.99956
SPCS1,0.13309,0.89686,1,0.99956,0.99956
SDAD1,-0.13307,0.89687,1,0.99956,0.99956
DCN,-0.13303,0.8969,1,0.99956,0.99956
QRICH2,-0.13299,0.89693,1,0.99956,0.99956
JPH4,0.13294,0.89698,1,0.99956,0.99956
RNF40,0.13291,0.897,1,0.99956,0.99956
ITGA3,0.13268,0.89718,1,0.99956,0.99956
GCLM,-0.13267,0.89719,1,0.99956,0.99956
PSMD12,0.13256,0.89728,1,0.99956,0.99956
KLHL17,-0.13255,0.89728,1,0.99956,0.99956
NAT14,-0.13253,0.8973,1,0.99956,0.99956
CSTB,0.13247,0.89734,1,0.99956,0.99956
FBXO44,0.13245,0.89736,1,0.99956,0.99956
HIVEP1,-0.13231,0.89746,1,0.99956,0.99956
MAPK8IP1,-0.1322,0.89754,1,0.99956,0.99956
SLC25A39,-0.13212,0.8976,1,0.99956,0.99956
HMGCR,0.13202,0.89768,1,0.99956,0.99956
KLF7,0.13181,0.89783,1,0.99956,0.99956
CCT4,0.13169,0.89792,1,0.99956,0.99956
CDKL3,-0.13166,0.89795,1,0.99956,0.99956
ZNF121,0.13165,0.89795,1,0.99956,0.99956
RHOG,0.13157,0.89801,1,0.99956,0.99956
LRRC57,0.13157,0.89801,1,0.99956,0.99956
ZFYVE27,-0.13153,0.89804,1,0.99956,0.99956
PRKD2,0.13152,0.89805,1,0.99956,0.99956
SETD1A,0.13149,0.89807,1,0.99956,0.99956
ZNF442,-0.13144,0.89811,1,0.99956,0.99956
WDR1,-0.13117,0.89831,1,0.99956,0.99956
ZNF568,0.13113,0.89834,1,0.99956,0.99956
LMAN1,-0.13107,0.89838,1,0.99956,0.99956
AEBP2,0.13103,0.89841,1,0.99956,0.99956
HELLS,-0.13095,0.89847,1,0.99956,0.99956
SRP9,0.13093,0.89848,1,0.99956,0.99956
CFL1,0.13086,0.89854,1,0.99956,0.99956
PCSK7,-0.13086,0.89854,1,0.99956,0.99956
CHPT1,0.13085,0.89855,1,0.99956,0.99956
TMEM129,0.13081,0.89858,1,0.99956,0.99956
FAM98C,-0.13075,0.89863,1,0.99956,0.99956
CYB5B,-0.13074,0.89863,1,0.99956,0.99956
HSPA4,0.13073,0.89864,1,0.99956,0.99956
MYNN,0.13066,0.89869,1,0.99956,0.99956
CD97,-0.13062,0.89872,1,0.99956,0.99956
SIDT2,0.13051,0.8988,1,0.99956,0.99956
TSPAN6,0.13051,0.89881,1,0.99956,0.99956
BNIP2,0.13044,0.89886,1,0.99956,0.99956
WNT7A,-0.13042,0.89888,1,0.99956,0.99956
PICALM,0.13037,0.89891,1,0.99956,0.99956
FAM59B,0.13012,0.8991,1,0.99956,0.99956
BLZF1,-0.13011,0.89911,1,0.99956,0.99956
HSD17B12,0.13007,0.89914,1,0.99956,0.99956
RBMX,0.13004,0.89917,1,0.99956,0.99956
SPAST,0.12999,0.8992,1,0.99956,0.99956
MNF1,0.12996,0.89923,1,0.99956,0.99956
BCAP31,0.12987,0.8993,1,0.99956,0.99956
PRCP,0.12986,0.8993,1,0.99956,0.99956
SERF1A,0.12981,0.89934,1,0.99956,0.99956
RBM41,-0.12972,0.8994,1,0.99956,0.99956
LOC400043,0.12968,0.89943,1,0.99956,0.99956
TNS3,0.12958,0.89952,1,0.99956,0.99956
RANGAP1,0.12947,0.8996,1,0.99956,0.99956
DUS4L,0.12944,0.89962,1,0.99956,0.99956
BFSP1,0.12939,0.89966,1,0.99956,0.99956
MTMR10,0.12932,0.89971,1,0.99956,0.99956
TSSC4,-0.12885,0.90008,1,0.99956,0.99956
DUS3L,-0.12877,0.90014,1,0.99956,0.99956
PTDSS2,0.12875,0.90015,1,0.99956,0.99956
EFTUD1,0.12866,0.90022,1,0.99956,0.99956
SHOC2,0.12864,0.90024,1,0.99956,0.99956
MOCS1,0.12862,0.90025,1,0.99956,0.99956
KITLG,0.12859,0.90028,1,0.99956,0.99956
VGLL3,-0.12858,0.90029,1,0.99956,0.99956
MTRF1,-0.12841,0.90042,1,0.99956,0.99956
FTH1,0.12833,0.90049,1,0.99956,0.99956
CC2D1A,-0.12829,0.90052,1,0.99956,0.99956
BNC2,-0.12814,0.90064,1,0.99956,0.99956
CCBL1,-0.12784,0.90087,1,0.99956,0.99956
LRRC10B,0.12782,0.90089,1,0.99956,0.99956
RPL32,-0.12778,0.90092,1,0.99956,0.99956
ZFR,-0.12769,0.90099,1,0.99956,0.99956
CRISPLD2,0.12762,0.90105,1,0.99956,0.99956
C14orf28,-0.12759,0.90107,1,0.99956,0.99956
GMPR2,0.12757,0.90108,1,0.99956,0.99956
EXOC5,0.12756,0.90109,1,0.99956,0.99956
ELK4,0.12745,0.90118,1,0.99956,0.99956
BMP6,-0.12741,0.90121,1,0.99956,0.99956
SLC39A6,-0.12733,0.90127,1,0.99956,0.99956
ERC2,0.12727,0.90132,1,0.99956,0.99956
COPB1,0.12726,0.90133,1,0.99956,0.99956
PLK2,-0.12691,0.90159,1,0.99956,0.99956
ARHGAP11B,0.12672,0.90174,1,0.99956,0.99956
RRAGC,-0.12667,0.90177,1,0.99956,0.99956
CD302,0.1266,0.90182,1,0.99956,0.99956
TRIM28,-0.12659,0.90183,1,0.99956,0.99956
LOC643401,-0.1265,0.90189,1,0.99956,0.99956
ANKRD49,0.12647,0.90191,1,0.99956,0.99956
RMI1,-0.12644,0.90194,1,0.99956,0.99956
STARD13,-0.12629,0.90205,1,0.99956,0.99956
PILRB,0.12625,0.90208,1,0.99956,0.99956
ZNF566,0.12621,0.90211,1,0.99956,0.99956
MAPRE2,-0.12616,0.90214,1,0.99956,0.99956
EFR3B,0.12615,0.90215,1,0.99956,0.99956
C14orf119,-0.12614,0.90215,1,0.99956,0.99956
DDX60L,0.12605,0.90222,1,0.99956,0.99956
KRT8,-0.12602,0.90224,1,0.99956,0.99956
KLLN,0.12598,0.90227,1,0.99956,0.99956
VIPAS39,-0.12537,0.90272,1,0.99956,0.99956
TGFBR1,0.12529,0.90278,1,0.99956,0.99956
EMC10,-0.12526,0.9028,1,0.99956,0.99956
ASPHD2,0.12521,0.90284,1,0.99956,0.99956
CAPN7,-0.12518,0.90285,1,0.99956,0.99956
ADM,-0.12507,0.90294,1,0.99956,0.99956
EFTUD2,0.12497,0.90301,1,0.99956,0.99956
ATG9A,0.12485,0.90311,1,0.99956,0.99956
NUBP2,-0.12476,0.90318,1,0.99956,0.99956
VRK3,0.12474,0.90319,1,0.99956,0.99956
TLK2,-0.12463,0.90328,1,0.99956,0.99956
C1GALT1,-0.12452,0.90337,1,0.99956,0.99956
RTF1,-0.12445,0.90341,1,0.99956,0.99956
PLK1S1,-0.12444,0.90343,1,0.99956,0.99956
ZMIZ1,0.12431,0.90352,1,0.99956,0.99956
KAT8,0.1242,0.90361,1,0.99956,0.99956
DNAJC5,0.12417,0.90364,1,0.99956,0.99956
COL5A1,-0.12417,0.90364,1,0.99956,0.99956
CLDN12,-0.12413,0.90367,1,0.99956,0.99956
ABCD4,-0.12408,0.90371,1,0.99956,0.99956
ARL13B,-0.12403,0.90375,1,0.99956,0.99956
SLC35D1,0.12397,0.90379,1,0.99956,0.99956
ALKBH4,-0.12389,0.90386,1,0.99956,0.99956
CGN,-0.12387,0.90387,1,0.99956,0.99956
LENG1,0.12376,0.90396,1,0.99956,0.99956
RXRB,0.12363,0.90406,1,0.99956,0.99956
SLC25A25,-0.12346,0.9042,1,0.99956,0.99956
YIF1B,-0.12345,0.90421,1,0.99956,0.99956
C15orf39,-0.12338,0.90426,1,0.99956,0.99956
POLG,-0.12335,0.90429,1,0.99956,0.99956
PRTG,-0.12333,0.90431,1,0.99956,0.99956
CHMP5,-0.12303,0.90454,1,0.99956,0.99956
SUV39H1,0.12302,0.90455,1,0.99956,0.99956
ZC3H11A,-0.12296,0.90459,1,0.99956,0.99956
NDUFB7,0.12295,0.9046,1,0.99956,0.99956
LCLAT1,-0.12294,0.90461,1,0.99956,0.99956
C1orf198,-0.12289,0.90465,1,0.99956,0.99956
RAD50,-0.12278,0.90474,1,0.99956,0.99956
CDCA7,-0.12275,0.90476,1,0.99956,0.99956
ZDHHC2,0.12269,0.90481,1,0.99956,0.99956
NDUFB2,0.12262,0.90486,1,0.99956,0.99956
CDRT15P1,0.12251,0.90495,1,0.99956,0.99956
DERL1,-0.12249,0.90496,1,0.99956,0.99956
CDC37,-0.1223,0.90512,1,0.99956,0.99956
PTPRN,0.12229,0.90513,1,0.99956,0.99956
NIPSNAP1,-0.12222,0.90518,1,0.99956,0.99956
ING3,0.12216,0.90523,1,0.99956,0.99956
ZNF227,-0.12193,0.90541,1,0.99956,0.99956
ZNF761,-0.12182,0.9055,1,0.99956,0.99956
ATXN3,-0.12175,0.90555,1,0.99956,0.99956
NME2,0.12164,0.90563,1,0.99956,0.99956
PLEKHM1,-0.12162,0.90566,1,0.99956,0.99956
WDR91,-0.12162,0.90566,1,0.99956,0.99956
ATF6B,0.12161,0.90566,1,0.99956,0.99956
CWC25,-0.1215,0.90575,1,0.99956,0.99956
PRKAA2,0.12143,0.9058,1,0.99956,0.99956
MICAL2,-0.12138,0.90584,1,0.99956,0.99956
SNRPB2,0.12137,0.90585,1,0.99956,0.99956
GIPC1,0.12133,0.90588,1,0.99956,0.99956
SPRED2,-0.12133,0.90588,1,0.99956,0.99956
FEM1C,-0.12131,0.9059,1,0.99956,0.99956
C22orf13,0.1212,0.90598,1,0.99956,0.99956
HS3ST4,0.12106,0.90609,1,0.99956,0.99956
PEF1,-0.1209,0.90621,1,0.99956,0.99956
CHPF2,0.1209,0.90621,1,0.99956,0.99956
PARP14,-0.12069,0.90638,1,0.99956,0.99956
LRP6,-0.1206,0.90644,1,0.99956,0.99956
HIST2H2AC,0.12058,0.90646,1,0.99956,0.99956
CERS6,0.12039,0.90661,1,0.99956,0.99956
TXN2,-0.12036,0.90663,1,0.99956,0.99956
EFNB2,0.12028,0.90669,1,0.99956,0.99956
RPS6KA3,-0.11986,0.90701,1,0.99956,0.99956
FZD4,0.11981,0.90705,1,0.99956,0.99956
VARS,-0.1198,0.90705,1,0.99956,0.99956
ANKRD9,0.11957,0.90723,1,0.99956,0.99956
PLXNA2,-0.11953,0.90726,1,0.99956,0.99956
COA6,-0.11952,0.90727,1,0.99956,0.99956
FAM171B,0.11919,0.90752,1,0.99956,0.99956
RBM8A,0.11918,0.90753,1,0.99956,0.99956
COL12A1,-0.11916,0.90754,1,0.99956,0.99956
UBAC2,0.11916,0.90754,1,0.99956,0.99956
LRRC8B,-0.11896,0.9077,1,0.99956,0.99956
NOMO1,0.11895,0.9077,1,0.99956,0.99956
STARD5,-0.1189,0.90774,1,0.99956,0.99956
ACADSB,-0.11888,0.90776,1,0.99956,0.99956
AVPI1,-0.11872,0.90788,1,0.99956,0.99956
PARP6,0.11871,0.90789,1,0.99956,0.99956
DEAF1,-0.1187,0.90789,1,0.99956,0.99956
WDR11,0.11864,0.90794,1,0.99956,0.99956
NEDD1,-0.11858,0.90798,1,0.99956,0.99956
HIST1H2BE,-0.11855,0.90801,1,0.99956,0.99956
C21orf33,-0.11845,0.90808,1,0.99956,0.99956
PALM,-0.11828,0.90821,1,0.99956,0.99956
FCF1,-0.11827,0.90821,1,0.99956,0.99956
PREX2,0.11817,0.90829,1,0.99956,0.99956
AXIN2,0.11809,0.90835,1,0.99956,0.99956
BMP4,0.11803,0.9084,1,0.99956,0.99956
PRRT2,-0.11781,0.90856,1,0.99956,0.99956
SAT2,0.11778,0.90859,1,0.99956,0.99956
SLC16A9,-0.11771,0.90864,1,0.99956,0.99956
SEMA5B,0.11757,0.90874,1,0.99956,0.99956
PEX10,0.11751,0.90879,1,0.99956,0.99956
RNF4,-0.1175,0.9088,1,0.99956,0.99956
C19orf24,0.11749,0.9088,1,0.99956,0.99956
CCDC50,0.11749,0.90881,1,0.99956,0.99956
CDKN2D,-0.11744,0.90885,1,0.99956,0.99956
PPP1R14B,0.11736,0.90891,1,0.99956,0.99956
CTPS1,-0.11715,0.90907,1,0.99956,0.99956
KTI12,0.11709,0.90911,1,0.99956,0.99956
C5,0.11708,0.90912,1,0.99956,0.99956
WDR76,-0.117,0.90918,1,0.99956,0.99956
MT1X,-0.11696,0.90921,1,0.99956,0.99956
POLR2I,-0.11691,0.90925,1,0.99956,0.99956
ZNF598,0.11689,0.90926,1,0.99956,0.99956
IPO4,-0.11689,0.90927,1,0.99956,0.99956
CDCA3,0.11686,0.90929,1,0.99956,0.99956
TIGD1,-0.11672,0.9094,1,0.99956,0.99956
ADAMTS12,0.1167,0.90942,1,0.99956,0.99956
PIM3,-0.11665,0.90946,1,0.99956,0.99956
HIGD2A,0.11661,0.90949,1,0.99956,0.99956
HCFC1R1,0.11648,0.9096,1,0.99956,0.99956
PDE1B,0.11645,0.90962,1,0.99956,0.99956
ENDOG,0.11611,0.90989,1,0.99956,0.99956
TMOD1,-0.1161,0.9099,1,0.99956,0.99956
CHCHD6,-0.11604,0.90995,1,0.99956,0.99956
ARL2,0.11595,0.91002,1,0.99956,0.99956
QPCTL,-0.11587,0.91009,1,0.99956,0.99956
DBNDD2,-0.11575,0.91019,1,0.99956,0.99956
KIF1C,-0.11573,0.9102,1,0.99956,0.99956
BIRC2,-0.11553,0.91036,1,0.99956,0.99956
PDCL3,-0.11552,0.91037,1,0.99956,0.99956
DARS,-0.11551,0.91038,1,0.99956,0.99956
HS3ST6,0.11549,0.91039,1,0.99956,0.99956
DNMT3A,0.11548,0.9104,1,0.99956,0.99956
ARHGEF9,0.11544,0.91043,1,0.99956,0.99956
KLC2,0.11533,0.91052,1,0.99956,0.99956
LOC100506023,0.11516,0.91065,1,0.99956,0.99956
PHLPP1,-0.11504,0.91075,1,0.99956,0.99956
NF2,0.11501,0.91077,1,0.99956,0.99956
ARRB1,0.11501,0.91077,1,0.99956,0.99956
KIAA0141,-0.11491,0.91085,1,0.99956,0.99956
TMUB1,-0.11491,0.91085,1,0.99956,0.99956
ITM2C,0.11431,0.9113,1,0.99956,0.99956
LINC00526,0.11428,0.91133,1,0.99956,0.99956
GLE1,0.11412,0.91144,1,0.99956,0.99956
MMP17,0.11411,0.91145,1,0.99956,0.99956
C1orf35,-0.11389,0.91162,1,0.99956,0.99956
DNM1,0.11382,0.91167,1,0.99956,0.99956
LGI4,-0.11374,0.91173,1,0.99956,0.99956
ADCY1,0.11373,0.91173,1,0.99956,0.99956
ZNF620,0.1136,0.91183,1,0.99956,0.99956
LOH12CR1,0.11354,0.91188,1,0.99956,0.99956
FAM131B,-0.11349,0.91192,1,0.99956,0.99956
SPIRE2,0.11334,0.91203,1,0.99956,0.99956
ACAD11,0.11331,0.91205,1,0.99956,0.99956
SLC52A2,0.11327,0.91208,1,0.99956,0.99956
KRT19,-0.11326,0.91209,1,0.99956,0.99956
FDX1,-0.11313,0.91218,1,0.99956,0.99956
IFI30,-0.11313,0.91218,1,0.99956,0.99956
CLEC2D,0.11307,0.91223,1,0.99956,0.99956
GPI,0.11307,0.91223,1,0.99956,0.99956
MAP7D3,-0.11304,0.91225,1,0.99956,0.99956
NDUFA3,-0.11303,0.91226,1,0.99956,0.99956
RAB4A,-0.113,0.91228,1,0.99956,0.99956
TRUB2,0.113,0.91228,1,0.99956,0.99956
CCDC97,0.11296,0.91231,1,0.99956,0.99956
PFKFB4,0.11294,0.91233,1,0.99956,0.99956
C14orf169,-0.11293,0.91234,1,0.99956,0.99956
ZNF107,-0.11291,0.91235,1,0.99956,0.99956
FARSB,-0.1129,0.91236,1,0.99956,0.99956
TNPO2,0.1129,0.91236,1,0.99956,0.99956
NUDCD2,0.11285,0.9124,1,0.99956,0.99956
SEZ6L2,-0.11276,0.91246,1,0.99956,0.99956
LOC374443,0.11274,0.91248,1,0.99956,0.99956
ZNF490,0.11272,0.91249,1,0.99956,0.99956
C17orf97,0.11272,0.91249,1,0.99956,0.99956
CRK,0.11271,0.9125,1,0.99956,0.99956
RABGAP1L,-0.1127,0.91251,1,0.99956,0.99956
RORB,-0.11262,0.91257,1,0.99956,0.99956
C7orf10,0.11259,0.9126,1,0.99956,0.99956
THAP8,0.11256,0.91262,1,0.99956,0.99956
VCAN,-0.11243,0.91272,1,0.99956,0.99956
PSMD2,-0.1124,0.91274,1,0.99956,0.99956
PRUNE2,0.11231,0.91281,1,0.99956,0.99956
XKR8,-0.11227,0.91284,1,0.99956,0.99956
NBR1,0.11218,0.91291,1,0.99956,0.99956
GPT2,-0.11217,0.91292,1,0.99956,0.99956
SRSF5,0.11214,0.91294,1,0.99956,0.99956
EPB41,-0.11211,0.91296,1,0.99956,0.99956
SEMA4C,0.11208,0.91299,1,0.99956,0.99956
CX3CL1,-0.11203,0.91302,1,0.99956,0.99956
PDCD5,-0.11199,0.91305,1,0.99956,0.99956
TMEM50A,-0.1117,0.91328,1,0.99956,0.99956
MAP3K1,-0.11169,0.91328,1,0.99956,0.99956
LETM1,0.11169,0.91328,1,0.99956,0.99956
PPP1R18,0.11157,0.91337,1,0.99956,0.99956
SPG20,0.11153,0.9134,1,0.99956,0.99956
MFN1,0.1115,0.91343,1,0.99956,0.99956
KLHL23,-0.11148,0.91344,1,0.99956,0.99956
WFS1,0.11146,0.91346,1,0.99956,0.99956
ZMAT4,-0.11142,0.91348,1,0.99956,0.99956
CRIPT,0.11138,0.91352,1,0.99956,0.99956
PSMB2,-0.11132,0.91356,1,0.99956,0.99956
TMEFF1,0.11129,0.91359,1,0.99956,0.99956
HN1,-0.11126,0.91361,1,0.99956,0.99956
STAMBPL1,0.11113,0.9137,1,0.99956,0.99956
PKN1,0.11092,0.91386,1,0.99956,0.99956
C8orf82,0.11091,0.91387,1,0.99956,0.99956
MEA1,0.11084,0.91392,1,0.99956,0.99956
TMEM240,0.11079,0.91396,1,0.99956,0.99956
QARS,-0.11077,0.91397,1,0.99956,0.99956
RAP2B,0.11061,0.91408,1,0.99956,0.99956
ETFA,0.11052,0.91415,1,0.99956,0.99956
TMEM120B,-0.11037,0.91426,1,0.99956,0.99956
GNAI1,-0.11036,0.91426,1,0.99956,0.99956
MTMR2,-0.1103,0.9143,1,0.99956,0.99956
MED31,-0.11027,0.91433,1,0.99956,0.99956
KDM5A,0.11025,0.91434,1,0.99956,0.99956
ADO,-0.11007,0.91447,1,0.99956,0.99956
CARM1,-0.10949,0.91488,1,0.99956,0.99956
MFAP4,-0.10948,0.91489,1,0.99956,0.99956
HIST1H2AG,0.10946,0.9149,1,0.99956,0.99956
ZNF286A,-0.10944,0.91492,1,0.99956,0.99956
HEXDC,-0.10943,0.91493,1,0.99956,0.99956
INTS10,-0.10937,0.91497,1,0.99956,0.99956
ZDHHC18,0.10936,0.91498,1,0.99956,0.99956
TALDO1,-0.10935,0.91498,1,0.99956,0.99956
KLF5,-0.10895,0.91528,1,0.99956,0.99956
KIAA1324,0.10892,0.9153,1,0.99956,0.99956
GBA,0.10892,0.91531,1,0.99956,0.99956
EBF4,-0.10881,0.91538,1,0.99956,0.99956
EIF5A2,0.10878,0.91541,1,0.99956,0.99956
DIMT1,-0.10866,0.9155,1,0.99956,0.99956
AP3S1,0.10859,0.91556,1,0.99956,0.99956
FKBP14,-0.10851,0.91562,1,0.99956,0.99956
ROMO1,-0.10845,0.91567,1,0.99956,0.99956
NSUN4,-0.10834,0.91575,1,0.99956,0.99956
CELF5,0.10832,0.91577,1,0.99956,0.99956
SDK2,-0.10824,0.91583,1,0.99956,0.99956
PCNXL3,0.10816,0.9159,1,0.99956,0.99956
HDLBP,0.10814,0.91592,1,0.99956,0.99956
ERI1,0.10806,0.91598,1,0.99956,0.99956
FNBP4,0.10805,0.91599,1,0.99956,0.99956
FAM127B,-0.10804,0.91599,1,0.99956,0.99956
ZNF441,0.10801,0.91602,1,0.99956,0.99956
RBCK1,-0.108,0.91603,1,0.99956,0.99956
COMMD6,0.10798,0.91605,1,0.99956,0.99956
ARHGAP35,-0.10797,0.91605,1,0.99956,0.99956
SLC38A3,0.10788,0.91612,1,0.99956,0.99956
FANCI,-0.10772,0.91625,1,0.99956,0.99956
SLC25A3,-0.1077,0.91627,1,0.99956,0.99956
LAMA1,0.10764,0.91632,1,0.99956,0.99956
UGCG,-0.10762,0.91633,1,0.99956,0.99956
OR5J2,-0.10751,0.91642,1,0.99956,0.99956
USP35,-0.10744,0.91648,1,0.99956,0.99956
CSDAP1,0.10744,0.91648,1,0.99956,0.99956
RCAN1,-0.10743,0.91649,1,0.99956,0.99956
VPS37D,0.1074,0.91651,1,0.99956,0.99956
ZNF766,-0.10739,0.91652,1,0.99956,0.99956
OPTN,0.10732,0.91657,1,0.99956,0.99956
PPIL6,0.10732,0.91657,1,0.99956,0.99956
MAP3K12,-0.10727,0.91661,1,0.99956,0.99956
LCMT1,-0.10725,0.91663,1,0.99956,0.99956
SPATS2,-0.10719,0.91668,1,0.99956,0.99956
TACC3,0.10715,0.91671,1,0.99956,0.99956
ACSF2,-0.10699,0.91683,1,0.99956,0.99956
PELI2,-0.10695,0.91686,1,0.99956,0.99956
DTNA,0.10693,0.91688,1,0.99956,0.99956
RILPL2,0.10692,0.91689,1,0.99956,0.99956
CORO7,0.10686,0.91693,1,0.99956,0.99956
KIAA1609,0.10686,0.91693,1,0.99956,0.99956
CCDC134,-0.10678,0.91699,1,0.99956,0.99956
APP,-0.10672,0.91704,1,0.99956,0.99956
SDHAF2,-0.10671,0.91704,1,0.99956,0.99956
DUSP5,0.10668,0.91707,1,0.99956,0.99956
FKBP7,0.10657,0.91715,1,0.99956,0.99956
RBX1,0.10645,0.91724,1,0.99956,0.99956
DET1,-0.10643,0.91726,1,0.99956,0.99956
LZTFL1,0.10636,0.91731,1,0.99956,0.99956
TYK2,0.10626,0.91738,1,0.99956,0.99956
CPNE4,0.10621,0.91742,1,0.99956,0.99956
EPS15L1,0.10616,0.91746,1,0.99956,0.99956
NABP2,0.10607,0.91753,1,0.99956,0.99956
KIAA1908,-0.10604,0.91755,1,0.99956,0.99956
LOC100506746,-0.106,0.91758,1,0.99956,0.99956
EI24,-0.10599,0.91759,1,0.99956,0.99956
ZNF282,-0.10593,0.91763,1,0.99956,0.99956
SPOCK1,-0.10591,0.91764,1,0.99956,0.99956
C1orf114,0.10585,0.91769,1,0.99956,0.99956
DUSP14,-0.10561,0.91787,1,0.99956,0.99956
HMGCLL1,-0.10546,0.91798,1,0.99956,0.99956
SLC38A6,0.10538,0.91805,1,0.99956,0.99956
WBSCR17,-0.10534,0.91808,1,0.99956,0.99956
RAB11FIP3,0.10533,0.91808,1,0.99956,0.99956
CD151,0.10528,0.91812,1,0.99956,0.99956
SFT2D3,0.10527,0.91813,1,0.99956,0.99956
NOC4L,0.10526,0.91813,1,0.99956,0.99956
FLRT2,-0.10526,0.91813,1,0.99956,0.99956
PPP4R1,0.10521,0.91817,1,0.99956,0.99956
C11orf84,0.10515,0.91822,1,0.99956,0.99956
TRNAU1AP,0.10513,0.91824,1,0.99956,0.99956
TGFBR3,0.10507,0.91828,1,0.99956,0.99956
SMARCA1,0.10505,0.9183,1,0.99956,0.99956
HIST1H2AC,-0.10497,0.91836,1,0.99956,0.99956
CASP6,0.10496,0.91837,1,0.99956,0.99956
C1orf54,0.10487,0.91843,1,0.99956,0.99956
RAB28,-0.10487,0.91843,1,0.99956,0.99956
EPHA7,-0.10484,0.91846,1,0.99956,0.99956
RGS17,0.10482,0.91847,1,0.99956,0.99956
SLC35F5,0.10482,0.91847,1,0.99956,0.99956
SRRM4,-0.10475,0.91853,1,0.99956,0.99956
C20orf194,0.10472,0.91855,1,0.99956,0.99956
B4GALT3,0.1047,0.91856,1,0.99956,0.99956
FAM103A1,-0.1047,0.91857,1,0.99956,0.99956
PALB2,-0.10469,0.91857,1,0.99956,0.99956
MRPS26,-0.10454,0.91869,1,0.99956,0.99956
IMPDH2,-0.10448,0.91874,1,0.99956,0.99956
CYGB,0.10445,0.91876,1,0.99956,0.99956
AADAT,-0.10441,0.91879,1,0.99956,0.99956
PPM1B,0.10439,0.91881,1,0.99956,0.99956
B3GALNT1,0.10436,0.91883,1,0.99956,0.99956
WDR83OS,-0.10424,0.91892,1,0.99956,0.99956
LOC100506469,0.10406,0.91906,1,0.99956,0.99956
SVIL,-0.10405,0.91907,1,0.99956,0.99956
CCDC57,-0.10401,0.91911,1,0.99956,0.99956
CLTCL1,-0.10396,0.91915,1,0.99956,0.99956
F10,0.10367,0.91937,1,0.99956,0.99956
ARL14EP,0.10362,0.91942,1,0.99956,0.99956
RPL39,-0.10361,0.91942,1,0.99956,0.99956
NYAP2,0.1036,0.91943,1,0.99956,0.99956
MMACHC,0.10359,0.91944,1,0.99956,0.99956
SVEP1,-0.10358,0.91945,1,0.99956,0.99956
C19orf26,0.10355,0.91947,1,0.99956,0.99956
ZSWIM4,0.10354,0.91947,1,0.99956,0.99956
FIG4,-0.10333,0.91964,1,0.99956,0.99956
RBP1,0.10331,0.91965,1,0.99956,0.99956
AP1G2,-0.10328,0.91967,1,0.99956,0.99956
CPT2,-0.10327,0.91968,1,0.99956,0.99956
CUX2,0.10311,0.91981,1,0.99956,0.99956
ZNF398,-0.10305,0.91985,1,0.99956,0.99956
SHISA5,-0.10301,0.91988,1,0.99956,0.99956
TCEB1,0.103,0.91989,1,0.99956,0.99956
GSTM3,0.10298,0.91991,1,0.99956,0.99956
SYT5,0.10289,0.91998,1,0.99956,0.99956
FAM109A,0.10288,0.91998,1,0.99956,0.99956
WDR33,0.10288,0.91999,1,0.99956,0.99956
SCD5,0.10282,0.92003,1,0.99956,0.99956
ARRDC4,-0.10279,0.92005,1,0.99956,0.99956
LARS,-0.10277,0.92007,1,0.99956,0.99956
GNG5,0.10268,0.92014,1,0.99956,0.99956
FBXW8,0.10252,0.92026,1,0.99956,0.99956
TSPYL2,-0.10246,0.9203,1,0.99956,0.99956
PGAM1,-0.10245,0.92031,1,0.99956,0.99956
DCTN5,-0.10243,0.92033,1,0.99956,0.99956
RHPN2,0.1024,0.92034,1,0.99956,0.99956
DIP2A,0.10239,0.92035,1,0.99956,0.99956
PHOX2B,0.10228,0.92043,1,0.99956,0.99956
DGKD,0.10195,0.92068,1,0.99956,0.99956
ROBO1,0.1019,0.92071,1,0.99956,0.99956
CA11,-0.1016,0.92093,1,0.99956,0.99956
NUDC,-0.10156,0.92097,1,0.99956,0.99956
MNAT1,-0.1015,0.92101,1,0.99956,0.99956
CACNA1A,0.10135,0.92112,1,0.99956,0.99956
RNF114,-0.10133,0.92114,1,0.99956,0.99956
KLF6,0.1013,0.92116,1,0.99956,0.99956
VAT1L,0.10118,0.92125,1,0.99956,0.99956
ZNF780A,0.10115,0.92127,1,0.99956,0.99956
WIPF2,0.10111,0.9213,1,0.99956,0.99956
CPOX,-0.10107,0.92133,1,0.99956,0.99956
SRSF12,-0.10107,0.92133,1,0.99956,0.99956
ZBTB1,0.10106,0.92134,1,0.99956,0.99956
MPP3,-0.10099,0.9214,1,0.99956,0.99956
